id	name	hmdb_id	conditions	indication_types	concentration	age	sex	biofluid	citation
5071	Indole	HMDB0000738	Irritable Bowel Syndrome	Diagnostic	0.00035 (0.000068-0.00100) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
5071	Indole	HMDB0000738	Normal	Diagnostic	11962.1 (11962.1-11962.1) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
5071	Indole	HMDB0000738	Ulcerative Colitis	Diagnostic	0.00023 (0.00011-0.0014) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
5071	Indole	HMDB0000738	Normal	Diagnostic	11962.1 (11962.1-11962.1) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
5071	Indole	HMDB0000738	Crohn's Disease	Diagnostic	0.0011 (0.00048-0.0050) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
5071	Indole	HMDB0000738	Normal	Diagnostic	11962.1 (11962.1-11962.1) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
5073	Isocaproic acid	HMDB0000689	Celiac Disease	Diagnostic	5638.9 (0-11277.7) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5073	Isocaproic acid	HMDB0000689	Normal	Diagnostic	20934.1 (0-41868.2) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5073	Isocaproic acid	HMDB0000689	Normal	Diagnostic	0.013 +/- 0.003 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5077	Lauric aldehyde	HMDB0033933	Celiac Disease	Diagnostic	5524.9 (0-11049.7) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5077	Lauric aldehyde	HMDB0033933	Normal	Diagnostic	13319.3 (0-26638.7) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5078	Linoleyl carnitine	HMDB0006469	Obesity	Diagnostic	0.042 (0.031-0.053) uM	Children	Both	Blood	Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children
5078	Linoleyl carnitine	HMDB0006469	Normal	Diagnostic	0.51 (0.49-0.53) uM	Infant	Male	Blood	Pubmed_ID: 16388731
5078	Linoleyl carnitine	HMDB0006469	Normal	Diagnostic	0.043 +/- 0.004 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5080	Meta-hydroxyphenylhydracrylic Acid	HMDB0062595	Normal	Diagnostic	3.2 (0-8.1) umol/mmol creatinine	Infant	Both	Urine	Pubmed_ID: 4837567
5081	Methyl butyrate	HMDB0033890	Irritable Bowel Syndrome	Diagnostic	0.00011 (0-0.00032) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
5081	Methyl butyrate	HMDB0033890	Normal	Diagnostic	4079.7 (4079.7-4079.7) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
5081	Methyl butyrate	HMDB0033890	Ulcerative Colitis	Diagnostic	0.000069 (0-0.00077) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
5081	Methyl butyrate	HMDB0033890	Normal	Diagnostic	4079.7 (4079.7-4079.7) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
5081	Methyl butyrate	HMDB0033890	Crohn's Disease	Diagnostic	0.00029 (0.000059-0.0011) nmol/g wet feces	Unknown	Unknown	Feces	Pubmed_ID: 23867873
5081	Methyl butyrate	HMDB0033890	Normal	Diagnostic	4079.7 (4079.7-4079.7) nmol/g wet feces	Adult	Unknown	Feces	Pubmed_ID: 26416813
5086	N4-Acetylcytidine	HMDB0005923	Uremia	Diagnostic	0.56 (0.45-0.67) uM	Adult	Both	Blood	Pubmed_ID: 12675874
5086	N4-Acetylcytidine	HMDB0005923	Normal	Diagnostic	0.20 (0.14-0.26) uM	Adult	Both	Blood	Pubmed_ID: 12675874
5086	N4-Acetylcytidine	HMDB0005923	Normal	Diagnostic	2.10-13.5 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5089	Nitrogen	HMDB0001371	Pregnancy	Diagnostic	171346.6 (133269.6-209423.6) umol/mmol creatinine	Adult	Female	Urine	Pubmed_ID: 16925883
5089	Nitrogen	HMDB0001371	Normal	Diagnostic	27106.1 (21632.5-32579.6) umol/mmol creatinine	Adult	Female	Urine	Pubmed_ID: 9126539
5089	Nitrogen	HMDB0001371	Malnutrition	Diagnostic	<4 or >20 (N/A-N/A) g/24 hrs	Adult: >=16 yrs	Both	Urine	Mayo Clinic Test Catalog
5089	Nitrogen	HMDB0001371	Malnutrition	Diagnostic	>2 (2-N/A) g/24 hrs	Adult: >=16 yrs	Both	Feces	Mayo Clinic Test Catalog
5089	Nitrogen	HMDB0001371	Chronic Progressive Pancreatitis	Diagnostic	>2 (2-N/A) g/24 hrs	Adult: >=16 yrs	Both	Feces	Mayo Clinic Test Catalog
5090	Nonanal	HMDB0059835	Celiac Disease	Diagnostic	87927.4 (0-175854.7) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5090	Nonanal	HMDB0059835	Normal	Diagnostic	237664.0 (4874.4-470453.6) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5090	Nonanal	HMDB0059835	Normal	Diagnostic	0.058 +/- 0.047 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5091	Nonanoylcarnitine	HMDB0013288	Obesity	Diagnostic	153.8 (146.5-161.1) umol/mmol creatinine	Adolescent	Both	Urine	Pubmed_ID: 26910390
5091	Nonanoylcarnitine	HMDB0013288	Normal	Diagnostic	0.20 (0.070-0.46) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 24023812
5091	Nonanoylcarnitine	HMDB0013288	Normal	Diagnostic	0.017 +/- 0.007 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5092	Octadecenoylcarnitine	HMDB0094687	Pregnancy	Diagnostic	0.084 (0.024-0.14) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5092	Octadecenoylcarnitine	HMDB0094687	Normal	Diagnostic	0.28 (0.22-0.28) uM	Adolescent	Male	Blood	Pubmed_ID: 24453145
5092	Octadecenoylcarnitine	HMDB0094687	Normal	Diagnostic	0.004 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5093	Octyl acetate	HMDB0038602	Celiac Disease	Diagnostic	10091.1 (0-20182.1) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5093	Octyl acetate	HMDB0038602	Normal	Diagnostic	3183.1 (0-6366.2) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5126	PC(O-16:0/20:0)	HMDB0013406	Pregnancy	Diagnostic	1.0 (0-3.9) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5126	PC(O-16:0/20:0)	HMDB0013406	Normal	Diagnostic	3.2 (0.38-6.0) uM	Adult	Both	Blood	Molecular You
5126	PC(O-16:0/20:0)	HMDB0013406	Coronavirus disease	Diagnostic	1.340 (0.970-1.710) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5126	PC(O-16:0/20:0)	HMDB0013406	Coronavirus disease	Diagnostic	1.760 (1.290-2.230) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5126	PC(O-16:0/20:0)	HMDB0013406	Normal	Diagnostic	1.270 (0.980-1.560) uM	Adult/Elderly: 37-63 yrs old	Both	Plasma	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5126	PC(O-16:0/20:0)	HMDB0013406	Normal	Diagnostic	0.004 (N/A-N/A) uM	Adult (>18 years old)	Both	Saliva	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5127	PC(O-16:0/22:0)	HMDB0013408	Pregnancy	Diagnostic	3.9 (2.3-5.5) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5127	PC(O-16:0/22:0)	HMDB0013408	Normal	Diagnostic	2.5 (1.7-3.4) uM	Adult	Both	Blood	Pubmed_ID: 28278231
5127	PC(O-16:0/22:0)	HMDB0013408	Normal	Diagnostic	0.23 +/- 0.07 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5130	PC(O-18:0/24:0)	HMDB0013423	Pregnancy	Diagnostic	1.1 (0.57-1.6) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5130	PC(O-18:0/24:0)	HMDB0013423	Normal	Diagnostic	0.67 (0.18-1.2) uM	Adult	Both	Blood	Pubmed_ID: 26010610
5130	PC(O-18:0/24:0)	HMDB0013423	Normal	Diagnostic	0.23 +/- 0.07 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5133	PC(O-20:0/22:0)	HMDB0013443	Pregnancy	Diagnostic	1.1 (0.90-1.2) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5133	PC(O-20:0/22:0)	HMDB0013443	Normal	Diagnostic	0.67 (0.51-0.83) uM	Adult	Both	Blood	Pubmed_ID: 26010610
5133	PC(O-20:0/22:0)	HMDB0013443	Normal	Diagnostic	16.6 +/- 3.36 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5135	PC(O-22:0/22:3(10Z,13Z,16Z))	HMDB0013449	Pregnancy	Diagnostic	0.20 (0.14-0.26) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5135	PC(O-22:0/22:3(10Z,13Z,16Z))	HMDB0013449	Normal	Diagnostic	0.12 (0.090-0.15) uM	Adult	Both	Blood	Pubmed_ID: 28278231
5135	PC(O-22:0/22:3(10Z,13Z,16Z))	HMDB0013449	Normal	Diagnostic	0.11 +/- 0.04 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5136	PC(O-22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	HMDB0013450	Pregnancy	Diagnostic	2.5 (1.9-3.2) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5136	PC(O-22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	HMDB0013450	Normal	Diagnostic	1.3 (1.00-1.6) uM	Adult	Both	Blood	Pubmed_ID: 28278231
5136	PC(O-22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	HMDB0013450	Normal	Diagnostic	0.36 +/- 0.11 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5137	PC(O-22:1(13Z)/20:4(8Z,11Z,14Z,17Z))	HMDB0013451	Pregnancy	Diagnostic	3.9 (3.1-4.8) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5137	PC(O-22:1(13Z)/20:4(8Z,11Z,14Z,17Z))	HMDB0013451	Normal	Diagnostic	2.2 (1.8-2.6) uM	Adult	Both	Blood	Pubmed_ID: 28278231
5137	PC(O-22:1(13Z)/20:4(8Z,11Z,14Z,17Z))	HMDB0013451	Normal	Diagnostic	0.13 +/- 0.04 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5153	Pregnanetriol	HMDB0006070	11 Beta Hydroxylase Deficiency	Diagnostic	0.020 (0-0.062) umol/mmol creatinine	Newborn	Female	Urine	Pubmed_ID: 8933406
5153	Pregnanetriol	HMDB0006070	Normal	Diagnostic	0.053 (0.011-0.053) umol/mmol creatinine	Unknown	Both	Urine	Pubmed_ID: 8933406
5153	Pregnanetriol	HMDB0006070	Adrenal Mass	Diagnostic	3675.5 (23-7,328) mcg/24 hour	Adult: 18 yrs old-49 yrs old	Male	urine	Mayo Clinic Test Catalog
5153	Pregnanetriol	HMDB0006070	Adrenal Mass	Diagnostic	1418 (13-2,823) mcg/24 hour	Adult: 18 yrs old-49 yrs old	Male	urine	Mayo Clinic Test Catalog
5153	Pregnanetriol	HMDB0006070	Adrenal Mass	Diagnostic	4737.5 (66-9,409) mcg/24 hour	Adult: 18 yrs old-49 yrs old	Male	urine	Mayo Clinic Test Catalog
5153	Pregnanetriol	HMDB0006070	Adrenal Mass	Diagnostic	1093 (24-2,162) mcg/24 hour	Adult/Senior: =50 yrs old	Male	urine	Mayo Clinic Test Catalog
5153	Pregnanetriol	HMDB0006070	Adrenal Mass	Diagnostic	2773.5 (115-5,432) mcg/24 hour	Adult/Senior: =50 yrs old	Male	urine	Mayo Clinic Test Catalog
5153	Pregnanetriol	HMDB0006070	Adrenal Mass	Diagnostic	2091.5 (17-4,166) mcg/24 hour	Adult:18-49 yrs old	Female	urine	Mayo Clinic Test Catalog
5157	SM C16:1	HMDB0029216	Pregnancy	Diagnostic	31.1 (24.4-37.8) uM	Adult	Female	Blood	Pubmed_ID: 24704061
5157	SM C16:1	HMDB0029216	Normal	Diagnostic	16.6 (13.2-20.0) uM	Adult	Both	Blood	Pubmed_ID: 28278231
5157	SM C16:1	HMDB0029216	Normal	Diagnostic	0.45 +/- 0.10 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5158	Somatostatin	HMDB0013072	Febrile Seizures	Diagnostic	0.000050 (0.000043-0.000057) uM	Children	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 10688964
5158	Somatostatin	HMDB0013072	Normal	Diagnostic	0.000023 (0.000017-0.000028) uM	Unknown	Unknown	Cerebrospinal Fluid (CSF)	Pubmed_ID: 7887134
5158	Somatostatin	HMDB0013072	Normal	Diagnostic	<25 (N/A-25) pg/mL	All	Both	GI Plasma	Mayo Clinic Test Catalog
5160	Tetradecanol	HMDB0011638	Celiac Disease	Diagnostic	623.2 (0-1246.3) umol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5160	Tetradecanol	HMDB0011638	Normal	Diagnostic	149.9 (6.5-293.3) umol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5161	Thiophene	HMDB0029718	Celiac Disease	Diagnostic	24700.9 (0-49401.8) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5161	Thiophene	HMDB0029718	Normal	Diagnostic	5566.1 (0-11132.2) nmol/g wet feces	Children	Unknown	Feces	Pubmed_ID: 21970810
5162	trans-2-Hexenedioic acid	HMDB0013311	Medium Chain Acyl Co A Dehydrogenase Deficiency	Diagnostic	0 umol/mmol creatinine	Children	Unknown	Urine	Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).
5162	trans-2-Hexenedioic acid	HMDB0013311	Normal	Diagnostic	10.2 (3.1-17.3) umol/mmol creatinine	Children	Unknown	Urine	Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).
5163	trans-3-Octenedioic acid	HMDB0013312	Medium Chain Acyl Co A Dehydrogenase Deficiency	Diagnostic	5.9 (2.6-9.2) umol/mmol creatinine	Children	Unknown	Urine	Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).
5163	trans-3-Octenedioic acid	HMDB0013312	Normal	Diagnostic	1.3 (0-3.3) umol/mmol creatinine	Children	Unknown	Urine	Tserng, K. Y., Jin, S. J., Kerr, D. S. & Hoppel, C. L. Abnormal urinary excretion of unsaturated dicarboxylic acids in patients with medium-chain acyl-CoA dehydrogenase deficiency. J Lipid Res 31, 763-771 (1990).
5166	Valerylglycine	HMDB0000927	Propionic Acidemia	Diagnostic	0.020 (0-0.091) umol/mmol creatinine	Adult	Unknown	Urine	Pubmed_ID: 28853722
5166	Valerylglycine	HMDB0000927	Normal	Diagnostic	0.11 (0.039-0.11) umol/mmol creatinine	Adult	Both	Urine	Pubmed_ID: 28853722
5655	Acrylamide	HMDB0004296	Normal	Exposure	0.0616 (0.0581-0.0654) uM	Total Population	Both	Blood	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5655	Acrylamide	HMDB0004296	Normal	Exposure	0.0616 (0.0581-0.0654) uM	Total Population	Both	Blood	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5655	Acrylamide	HMDB0004296	Normal	Exposure	0.0616 (0.0581-0.0654) uM	Total Population	Both	Blood	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5655	Acrylamide	HMDB0004296	Normal	Exposure	0.0616 (0.0581-0.0654) uM	Total Population	Both	Blood	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5655	Acrylamide	HMDB0004296	Acrylamide Exposure	Monitoring	0.221 (0.204-0.246) uM	Total Population	Both	Blood	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5655	Acrylamide	HMDB0004296	Potato Chip Consumption	Monitoring	0.533 (0.402-0.664) uM	Adult:21-33 yrs old	Both	Urine	Pubmed_ID: 30984301;Pubmed_ID: 16438291
5656	Dimethylthiophosphate (DMTP)	HMDB0061735	Normal	Exposure	0.016 (0.0139-0.0186) uM	Total Population	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5656	Dimethylthiophosphate (DMTP)	HMDB0061735	Normal	Exposure	0.016 (0.0139-0.0186) uM	Total Population	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5656	Dimethylthiophosphate (DMTP)	HMDB0061735	Organophosphorus Insecticides Exposure	Monitoring	0.259 (0.196-0.322) uM	Total Population	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5657	Dimethylarsinic acid	HMDB0011625	Normal	Diagnostic	0.23 +/- 0.07 (N/A-N/A) uM	Adult (>18 years old)	Both	Blood	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).
5657	Dimethylarsinic acid	HMDB0011625	Normal	Exposure	0.0266 (0-0.0285) uM	Total Population	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5657	Dimethylarsinic acid	HMDB0011625	Normal	Exposure	0.0266 (0-0.0285) uM	Total Population	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
5657	Dimethylarsinic acid	HMDB0011625	Normal	Exposure	0.0224 (0.0212-0.0238) uM	Total Population	Both	Urine	National Health and Nutrition Examination Survey (NHANES Survey) 2019
